2026-09-18 08:22:23,305 - __main__ - INFO - Pipeline execution log: logs/pipeline_20260918T112223Z.txt
2026-09-18 08:22:23,306 - __main__ - INFO - Running stage prepare: /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/.venv/bin/python /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/00_audio_preparer.py
2026-09-18 08:22:24,413 - __main__ - INFO - Audio preparation queue: total=23 completed=23 pending=0
2026-09-18 08:22:24,548 - __main__ - INFO - Finished stage prepare status=success duration_seconds=1.2
2026-09-18 08:22:24,548 - __main__ - INFO - Running stage transcribe: /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/.venv/bin/python /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/00_audio_transcriber.py
2026-09-18 08:22:25,054 - __main__ - INFO - Found 100 audio files in data/processed/audio_chunks
2026-09-18 08:22:25,289 - __main__ - INFO - Transcription queue: total=100 completed=100 pending=0
2026-09-18 08:22:25,289 - __main__ - INFO - Transcription complete
2026-09-18 08:22:25,395 - __main__ - INFO - Finished stage transcribe status=success duration_seconds=0.8
2026-09-18 08:22:25,395 - __main__ - INFO - Running stage ner: /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/.venv/bin/python /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/01_ner_extractor.py
2026-09-18 08:22:25,898 - __main__ - INFO - NER queue: total=100 completed=100 pending=0
2026-09-18 08:22:25,988 - __main__ - INFO - Finished stage ner status=success duration_seconds=0.6
2026-09-18 08:22:25,988 - __main__ - INFO - Running stage anonymize: /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/.venv/bin/python /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/01_anonymizer.py
2026-09-18 08:22:26,492 - __main__ - INFO - Anonymization queue: total=208 completed=208 pending=0
2026-09-18 08:22:26,492 - __main__ - INFO - Building anonymization mapping...
2026-09-18 08:22:26,616 - __main__ - INFO - Found 289 identifiers to anonymize
2026-09-18 08:22:26,616 - __main__ - INFO - Writing mapping to data/processed/chave_relacional.json
2026-09-18 08:22:26,623 - __main__ - INFO - Anonymization complete
2026-09-18 08:22:26,717 - __main__ - INFO - Finished stage anonymize status=success duration_seconds=0.7
2026-09-18 08:22:26,717 - __main__ - INFO - Running stage git: /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/.venv/bin/python /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/02_git_parser.py
2026-09-18 08:22:27,198 - __main__ - INFO - Reading repositories list from data/raw/repos_list.csv
2026-09-18 08:22:27,222 - __main__ - INFO - Skipping current Git outputs
2026-09-18 08:22:27,314 - __main__ - INFO - Finished stage git status=success duration_seconds=0.6
2026-09-18 08:22:27,314 - __main__ - INFO - Running stage lake: /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/.venv/bin/python /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/03_data_lake_builder.py
2026-09-18 08:22:27,808 - __main__ - INFO - Skipping current data lake contracts
2026-09-18 08:22:27,808 - __main__ - INFO - Data lake contracts written to data/lake
2026-09-18 08:22:27,894 - __main__ - INFO - Finished stage lake status=success duration_seconds=0.6
2026-09-18 08:22:27,894 - __main__ - INFO - Running stage repo-snapshots: /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/.venv/bin/python /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/02b_git_repository_snapshots.py
2026-09-18 08:22:28,399 - __main__ - INFO - Skipping current repository snapshots
2026-09-18 08:22:28,400 - __main__ - INFO - Repository snapshots written to data/lake/git_repository_snapshots.parquet
2026-09-18 08:22:28,486 - __main__ - INFO - Finished stage repo-snapshots status=success duration_seconds=0.6
2026-09-18 08:22:28,486 - __main__ - INFO - Running stage contracts: /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/.venv/bin/python /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/phase2_contracts.py --lake-dir /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/data/lake --output /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/data/analysis/phase2_contract_report.json
2026-09-18 08:22:29,169 - __main__ - INFO - Finished stage contracts status=success duration_seconds=0.7
2026-09-18 08:22:29,169 - __main__ - INFO - Running stage nlp: /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/.venv/bin/python /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/04_nlp_qualitative_miner.py --lake-dir /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/data/lake --contract-report /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/data/analysis/phase2_contract_report.json --catalog-output /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/data/analysis/.private/student_prompt_catalog.parquet --output /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/data/analysis/student_nlp.parquet --transcript-output /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/data/analysis/transcript_nlp.parquet --textual-cut-signals-output /home/amg/projects/uece/Do-We-Still-Need-to-Be-Agile/data/analysis/textual_cut_signals.parquet --backend openai
INFO:__main__:Reusing 1122 completed student NLP observations from final artifact
INFO:__main__:Resuming 1122 completed student NLP observations
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:9/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:9/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:9/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:9/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:10/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:10/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:10/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:10/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:10/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:10/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:11/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:11/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:11/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:11/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:11/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:11/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:12/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:12/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:12/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:12/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:12/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:12/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:13/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:13/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:13/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:13/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:13/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:13/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:14/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:14/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:14/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:14/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:14/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:14/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:15/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:15/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:15/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:15/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:15/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:15/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:16/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:16/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:16/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:16/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:16/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:16/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:17/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:17/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:17/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:17/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:17/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:17/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:18/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:18/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:18/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:18/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:18/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:18/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:19/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:19/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:19/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:19/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:19/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:19/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:20/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:20/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:20/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:20/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:20/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:20/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:21/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:21/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:21/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:21/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:21/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:21/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:22/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:22/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:22/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:22/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:22/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:22/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:23/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:23/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:23/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:23/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:23/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:23/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:24/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:24/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:24/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:24/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:24/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:24/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:25/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:25/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:25/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:25/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:25/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:25/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:26/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:26/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:26/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:26/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:26/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:26/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:27/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:27/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:27/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:27/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:27/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:27/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:28/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:28/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:28/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:28/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:28/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:28/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:29/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:29/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:29/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:29/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:29/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:29/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:30/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:30/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:30/project_feeling
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:30/project_challenges
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:30/autonomy_tool_dependency
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:30/career_expectation
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:31/ai_benefit
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:31/ai_career_impact_5y
INFO:__main__:Skipping completed student NLP observation 2025.2/alunos_t1.csv:31/project_feeling
