relationship_id,task_4_2_requirement,relationship_label,predictor,outcome,filter_column,removed_ID_Equipe,removed_Semestre,full_sample_n,loo_n,full_sample_rho,loo_rho,rho_delta_from_full,abs_rho_delta_from_full,full_sample_sign,loo_sign,sign_changed,availability_status,inference_note
planning_scope_to_final7_clean_churn,planning_t1_to_final7_concentration,Planning scope → final-7 clean churn,planning_scope_log1p_t1,final7_clean_churn_share_pct,,TEAM_03,2025.2,14,13,-0.27935014040445716,-0.1590145304514215,0.12033560995303566,0.12033560995303566,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_final7_clean_churn,planning_t1_to_final7_concentration,Planning scope → final-7 clean churn,planning_scope_log1p_t1,final7_clean_churn_share_pct,,TEAM_03,2026.1,14,13,-0.27935014040445716,-0.22955388453396602,0.049796255870491135,0.049796255870491135,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_final7_clean_churn,planning_t1_to_final7_concentration,Planning scope → final-7 clean churn,planning_scope_log1p_t1,final7_clean_churn_share_pct,,TEAM_04,2025.2,14,13,-0.27935014040445716,-0.3995937990035705,-0.12024365859911335,0.12024365859911335,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_final7_clean_churn,planning_t1_to_final7_concentration,Planning scope → final-7 clean churn,planning_scope_log1p_t1,final7_clean_churn_share_pct,,TEAM_04,2026.1,14,13,-0.27935014040445716,-0.3315778332157287,-0.05222769281127154,0.05222769281127154,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_final7_clean_churn,planning_t1_to_final7_concentration,Planning scope → final-7 clean churn,planning_scope_log1p_t1,final7_clean_churn_share_pct,,TEAM_05,2025.2,14,13,-0.27935014040445716,-0.1590145304514215,0.12033560995303566,0.12033560995303566,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_final7_clean_churn,planning_t1_to_final7_concentration,Planning scope → final-7 clean churn,planning_scope_log1p_t1,final7_clean_churn_share_pct,,TEAM_05,2026.1,14,13,-0.27935014040445716,-0.24088987883193966,0.0384602615725175,0.0384602615725175,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_final7_clean_churn,planning_t1_to_final7_concentration,Planning scope → final-7 clean churn,planning_scope_log1p_t1,final7_clean_churn_share_pct,,TEAM_07,2025.2,14,13,-0.27935014040445716,-0.30890584461978143,-0.029555704215324274,0.029555704215324274,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_final7_clean_churn,planning_t1_to_final7_concentration,Planning scope → final-7 clean churn,planning_scope_log1p_t1,final7_clean_churn_share_pct,,TEAM_08,2025.2,14,13,-0.27935014040445716,-0.4860809299643744,-0.20673078955991725,0.20673078955991725,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_final7_clean_churn,planning_t1_to_final7_concentration,Planning scope → final-7 clean churn,planning_scope_log1p_t1,final7_clean_churn_share_pct,,TEAM_09,2025.2,14,13,-0.27935014040445716,-0.26600838090127676,0.013341759503180395,0.013341759503180395,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
planning_scope_to_final7_clean_churn,planning_t1_to_final7_concentration,Planning scope → final-7 clean churn,planning_scope_log1p_t1,final7_clean_churn_share_pct,,TEAM_10,2025.2,14,13,-0.27935014040445716,-0.30170540480547375,-0.022355264401016595,0.022355264401016595,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_01,2025.2,14,13,-0.5607077679547463,-0.5165765566433493,0.04413121131139697,0.04413121131139697,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_01,2026.1,14,13,-0.5607077679547463,-0.5627591560137205,-0.0020513880589742017,0.0020513880589742017,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_02,2025.2,14,13,-0.5607077679547463,-0.5165765566433493,0.04413121131139697,0.04413121131139697,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_02,2026.1,14,13,-0.5607077679547463,-0.5627591560137205,-0.0020513880589742017,0.0020513880589742017,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_03,2025.2,14,13,-0.5607077679547463,-0.5931085260400327,-0.03240075808528642,0.03240075808528642,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_03,2026.1,14,13,-0.5607077679547463,-0.5765522725826843,-0.01584450462793796,0.01584450462793796,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_04,2025.2,14,13,-0.5607077679547463,-0.5986212590930262,-0.03791349113827991,0.03791349113827991,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_04,2026.1,14,13,-0.5607077679547463,-0.5221014396021018,0.03860632835264455,0.03860632835264455,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_05,2025.2,14,13,-0.5607077679547463,-0.537935639896774,0.02277212805797235,0.02277212805797235,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_05,2026.1,14,13,-0.5607077679547463,-0.6243117743390212,-0.06360400638427488,0.06360400638427488,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_07,2025.2,14,13,-0.5607077679547463,-0.4910349498551091,0.06967281809963721,0.06967281809963721,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_08,2025.2,14,13,-0.5607077679547463,-0.590345389151648,-0.02963762119690172,0.02963762119690172,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_09,2025.2,14,13,-0.5607077679547463,-0.5469634129164876,0.01374435503825866,0.01374435503825866,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_t3_score,final7_concentration_to_t3_score,Final-7 commits → T3 score,final7_commit_share_pct,evaluator_score_t3,,TEAM_10,2025.2,14,13,-0.5607077679547463,-0.5580131788339924,0.002694589120753932,0.002694589120753932,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_01,2025.2,14,13,-0.3598242762859198,-0.3977915730301728,-0.03796729674425303,0.03796729674425303,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_01,2026.1,14,13,-0.3598242762859198,-0.4551728467758034,-0.0953485704898836,0.0953485704898836,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_02,2025.2,14,13,-0.3598242762859198,-0.28176903089637245,0.07805524538954733,0.07805524538954733,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_02,2026.1,14,13,-0.3598242762859198,-0.3365520442827152,0.023272232003204607,0.023272232003204607,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_03,2025.2,14,13,-0.3598242762859198,-0.35862375993118256,0.0012005163547372244,0.0012005163547372244,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_03,2026.1,14,13,-0.3598242762859198,-0.36137965410684997,-0.0015553778209301816,0.0015553778209301816,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_04,2025.2,14,13,-0.3598242762859198,-0.4275866136378759,-0.06776233735195614,0.06776233735195614,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_04,2026.1,14,13,-0.3598242762859198,-0.28176903089637245,0.07805524538954733,0.07805524538954733,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_05,2025.2,14,13,-0.3598242762859198,-0.3089681624022496,0.05085611388367017,0.05085611388367017,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_05,2026.1,14,13,-0.3598242762859198,-0.3812169241539156,-0.02139264786799583,0.02139264786799583,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_07,2025.2,14,13,-0.3598242762859198,-0.27586233137927474,0.08396194490664505,0.08396194490664505,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_08,2025.2,14,13,-0.3598242762859198,-0.36137965410684997,-0.0015553778209301816,0.0015553778209301816,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_09,2025.2,14,13,-0.3598242762859198,-0.3922666900714204,-0.03244241378550061,0.03244241378550061,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_clean_churn_to_t3_score,final7_concentration_to_t3_score,Final-7 clean churn → T3 score,final7_clean_churn_share_pct,evaluator_score_t3,,TEAM_10,2025.2,14,13,-0.3598242762859198,-0.3812169241539156,-0.02139264786799583,0.02139264786799583,negative,negative,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_01,2025.2,14,13,0.2422907488986784,0.3553719008264463,0.11308115192776791,0.11308115192776791,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_01,2026.1,14,13,0.2422907488986784,0.3002754820936639,0.05798473319498548,0.05798473319498548,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_02,2025.2,14,13,0.2422907488986784,0.393939393939394,0.15164864504071557,0.15164864504071557,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_02,2026.1,14,13,0.2422907488986784,0.20110192837465565,-0.04118882052402276,0.04118882052402276,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_03,2025.2,14,13,0.2422907488986784,0.2558461842645392,0.01355543536586079,0.01355543536586079,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
final7_commits_to_score_delta,final7_concentration_to_delta_score,Final-7 commits → score delta,final7_commit_share_pct,delta_score_t3_minus_t1,,TEAM_03,2026.1,14,13,0.2422907488986784,0.22038567493112945,-0.021905073967548955,0.021905073967548955,positive,positive,False,available,descriptive_directional_robustness_not_confirmatory
